Created on,Problem,Solution,Priority,Skill Level, Estimated Cost of Repair - amount ,Status,Funding,Date Completed, Final Cost of Repair/Investment - amount ,Community,Volunteer or Groups,Contractor
2023-06-27 9:44,The person who helped with Glenna's yard work has gone away to college. She isn't sure how she will keep up with her lawn and flowers this summer.,"Mow, weed eat, and weed as needed.",Low,Low,,Complete,Summer Group,2023-07-10, $-   ,Marshall,Forsyth United Methodist Church,
2023-06-26 15:39,Currently there are no GFI outlets in the kitchen or bathrooms.,Install GFI outlets that are within 6 feet from faucets in bathrooms and kitchen.,High,High,,Complete,ESFR,2023-08-21, $300 ,Walnut Creek,,
2023-06-26 15:37,House number is not visible from the road.,"Install minimum of 4"" high house numbers that are visible for emergency vehicles.",High,Low, $50 ,Complete,ESFR,2023-08-21, $50 ,Walnut Creek,,
2023-06-26 8:30,"Janet said while she was washing her dishes, her water went out.","Mountain Well & Septic determined that her well pump, pressure switch and electrical wiring needs to be replaced.",EMERGENCY,High,,Complete,URP; Unrestricted,2023-06-22," $2,400 ",Marshall,,Mountain Well & Septic
2023-06-20 15:07,Needs ramp modification,Modification and staining the porch ramp,Low,,,In Process,,,,Mars Hill,,
2023-06-19 9:14,Need grab bars in main bathroom.,Install grab bars where needed.,Urgent,High, $150 ,Complete,,,,Upper Laurel,Matt Shoemake,
2023-06-19 8:49,Pressure tank not holding pressure.,Replace with new pressure tank. Old one is original to home from 1975,EMERGENCY,High,,Complete,URP,, $800 ,Hwy. 19,,Mountain Well & Septic
2023-06-15 9:44,Side deck/porch is old and deck boards need replaced. Tanner also needs a covered place outside that he could easily access with his wheel chair.,Replace deck boards and add a roof.,High,High," $10,000 ",Waiting,,,,Hot Springs,,
2023-06-14 8:42,Back steps are unstable with concrete blocks stacked up.,Replace with either lumber or concrete steps.,Urgent,High,,Archived,,,,Hwy. 19,,
2023-06-14 8:39,Front steps are rotting leading onto a cement porch.,Build three new steps.,Urgent,High," $1,500 ",Archived,,,,Hwy. 19,,
2023-06-14 8:38,Client does not have water,Possible pressure switch or well pump replacement needed.,EMERGENCY,High," $1,500 ",Complete,URP,2023-06-15," $1,800 ",Hwy. 19,,Mountain Well & Septic
2023-06-13 15:27,Windows in bathroom need replaced,"Replace windows, insulate, touch up paint and trim",Low,High,,Waiting,,,,Spillcorn,,
2023-06-13 15:25,No water pressure,Call contractor to go out and take a look,Low,High,,Waiting,,,,Spillcorn,,
2023-06-13 8:12,Air is coming in through the doors.,Install new weatherstripping.,High,High,,Complete,ESFR,2023-03-13,,Walnut Creek,,CHC
2023-06-12 14:41,"Septic leak in back yard, has been leaking like this for 2 years or more.",Matthew Ponder and Madison County to assess and advise on future plan.,Urgent,High," $8,500 ",Complete,,2023-08-08," $2,100 ",Marshall,,Mountain Well & Septic
2023-06-12 9:25,"New low rise steps are ""blocking access"" to the crawl space door and there is concern of not being able to access the pressure tank.","Determine if other crawl space door can provide access to pressure tank. If not, determine if existing door can be modified to access pressure tank. If not, I will have to change design of steps or move entire walkway further from house.",Urgent,Low, $500 ,Complete,URP; Summer Group,,,Spillcorn,,
2023-06-08 14:42,Lot is very overgrown.,Mow and weed eat.,Low,Low, $100 ,Waiting,,,,Mars Hill,,
2023-06-08 14:41,There is no power in the front bedroom.,Need an electrician to give a quote on fixing power to front bedroom.,Urgent,High," $1,600 ",Waiting,,,,Mars Hill,,
2023-06-08 14:40,"Kitchen sink has no water, and bathtub faucet is flowing a stream of water even in the off position.",Need a plumber to give a quote on fixing these two fixtures.,Urgent,High," $1,200 ",Waiting,,,,Mars Hill,,
2023-06-08 14:38,Roof leak at stove pipe. This is his primary source of heat.,The last repair man he hired ripped him off. There is a bucket with a paint roller in it still up on the roof. The pipe needs a new boot and to be properly installed and sealed.,Urgent,Low, $700 ,Waiting,,,,Mars Hill,,
2023-06-08 10:14,Very high ceilings.,"Treva has a great idea, installing a drop ceiling in Mindy's bedroom would make the home more efficient.

Install drop ceiling with insulation and finish cover (drywall or paneling)",Urgent,Low," $2,000 ",Waiting,,,,Marshall,,
2023-06-08 10:12,"Mindy has trouble heating this home, it is not efficient and she is limited on heating options because Carson has no fear and could burn himself.",A mini split system could be the best option for some affordable heat for Mindy's home. Certainly a safe option for Carson.,Urgent,High," $6,500 ",Waiting,,,,Marshall,,
2023-06-08 10:10,"Front porch windows are wood clad, one is sealed shut and the other has a gap letting air in.",Either replace these windows or seal them up better. She has trouble heating this inefficient home.,High,Low," $1,350 ",Waiting,,,,Marshall,,
2023-06-08 10:07,There are many outlets and switches with no cover plate on them.,"Install cover plates where needed, longer screws may be needed.",Urgent,Low, $150 ,Waiting,,,,Marshall,,
2023-06-08 10:06,Front gutter needs to be cleaned out.,Clean out front gutter.,High,Low, $50 ,Waiting,,,,Marshall,,
2023-06-08 10:05,This house has some very poorly designed windows. The one in Carson's room needs to be replaced.,"Removed old window, install replacement window, insulate, trim.",Urgent,Low, $650 ,Waiting,,,,Marshall,,
2023-06-08 9:38,"The siding is board and batting and looks to be unpainted, heavily sun and water damaged. Also the roof leaked causing water damage to ceiling and floors. The roof was repaired by summer group in 2006 but it still leaked, they have had it patched since and it is currently not leaking anywhere that I can tell.","Replacing the roof and gutters may save this house. If that happens, then it would need to be painted to stop further sun/water damage to the siding.

Install new roof with vapor barrier and ice and water shield, flashing, boots as needed.",Urgent,High," $12,000 ",Waiting,,,,Spillcorn,,
2023-06-08 9:29,Front door will not close and latch/lock.,Adjust front door/strike plate to ensure door can latch/lock.,Urgent,Low, $100 ,Waiting,,,,Spillcorn,,
2023-06-08 9:28,There are two unsecure crawl space doors where critter can access under the house.,Close up holes with crawl space doors.,High,Low, $550 ,Waiting,,,,Spillcorn,,
2023-06-08 9:26,"Open storm window in front bedroom, has been covered with a blanket and plastic. There has been water and insects moving through this window for some time, the floor is sloping downward as you walk toward the window.","There is only a storm window here, install replacement window, insulate and trim.",High,Low, $650 ,Waiting,,,,Spillcorn,,
2023-06-08 9:17,"Gutters are all in bad shape, fascia boards are at a weird angle and the water is running over the gutters in many spots.",I cleaned out one gutter and got the downspout flowing again but there is a need for seamless gutters with gutter guard.,Urgent,Low," $2,000 ",Waiting,Summer Group,,,Spillcorn,,
2023-06-08 9:15,"Front steps, top step is buckling and risen up at an angle. They need a ramp but there is not much room for one.",I could replace steps with low rise steps or IL referral may be able to get a better ramp design. There is a stone porch and small uncovered deck section combined. Designing a ramp for this location is very challenging.,Urgent,High," $5,000 ",Complete,URP,2023-09-06, $400 ,Spillcorn,,
2023-06-06 15:29,Bedroom overhead light and closet light not working. Wire is probably loose at the fixtures.,"She has a new fixture, maybe we could get Chris Lord to go help her out.",Low,High, $250 ,Waiting,,,,Marshall,,
2023-06-06 15:27,Very soft kitchen floor in front of the sink. Dishwasher died and flooded the kitchen.,"Floor will have to be tore up, replace framing as needed. install Advantech plywood and a finish flooring. They are okay with the flooring not matching the existing floor and would actually prefer linoleum over what they have now. Install shoe mold or base board as needed.",Urgent,High," $2,950 ",Complete,URP,2023-10-30," $1,300 ",Marshall,,Keith Waldroup
2023-06-06 15:17,Drain trap under bathroom sink appears to be leaking at joints.,Replace sink trap in master bathroom under sink.,Urgent,Low, $250 ,Complete,Summer Group,2023-07-27, $350 ,Marshall,Grace Church Cathedral/ St. Pauls,
2023-06-06 15:11,"Roof is original trailer roof, it has been Kool Sealed but starting to look rough again. It is leaking at the edges where the trailer gutters are. Water is wicking into the top of the walls like a sponge.","Install metal roof with 10"" overhang.",Urgent,High," $8,500 ",On Hold,Summer Group,2023-07-14," $2,081 ",Marshall,,
2023-06-06 15:09,"Back deck is very rotten and unsafe, she does not use it much but it needs to be redone.","Demo deck and build a new one, it can be a smaller width and just long enough to catch both doors, include handrail and steps.",Urgent,High," $3,000 ",Complete,Summer Group,2023-07-27," $2,072 ",Marshall,Grace Church Cathedral/ St. Pauls,
2023-06-06 15:07,"Kitchen and bathroom sink are running, while in the off position.",Replace faucets with new units.,Urgent,High," $1,400 ",Complete,Summer Group,2023-07-27, $900 ,Marshall,Grace Church Cathedral/ St. Pauls,
2023-06-06 15:06,Front Door/lockset needs replaced.,Take out old door and install new door/screen door/lockset. The screen door needs to swing the other way so it is easier to walk in the door carrying groceries.,Urgent,High," $1,200 ",Waiting,,,,Marshall,,
2023-06-06 15:04,Front deck/steps need to be replaced.,"Demo deck and steps, rebuild deck 6x10 with steps and handrail.",Urgent,Low," $2,000 ",Complete,Summer Group,2023-07-28," $3,000 ",Marshall,Grace Church Cathedral/ St. Pauls,
2023-06-05 16:40,"Front steps need replaced, and new steps built at new porch.","Demo and rebuild steps at front porch.

Build steps at side porch.",Urgent,Low," $3,000 ",Waiting,,,,Spillcorn,,
2023-06-05 16:38,Bathroom floor appears to be sinking around the toilet.,Replace toilet and subfloor in bathroom.,Urgent,Low," $1,650 ",Waiting,,,,Spillcorn,,
2023-06-05 16:36,"Roof needs replaced, leaking in several spots.","Tear off old barn tin, repair framing/purlins as needed, install vapor barrier and new tough rib roofing.",Urgent,High," $12,000 ",Waiting,,,,Spillcorn,,
2023-06-05 15:12,Ceiling in the living room is falling down from when the roof was leaking.,Demo ceiling and replace with drywall.,Urgent,Low, $500 ,Waiting,,,,Spillcorn,,
2023-06-05 13:18,Bath tub is leaking from cracks and needs to be replaced.,"Demo old tub, fix subfloor, install 30x54 tub unit. Fix ceiling in bath room.",Urgent,High," $6,500 ",Waiting,,,,Spillcorn,,
2023-06-05 13:16,"Sub floor is failing through out trailer. Living Room, Back Bathroom, Kitchen, Master bedroom all need replaced.","House is very crowded and cluttered, would have to do this one room at a time. Tear out old flooring and install stable subfloor, will probably have to run new posts to the ground on a cap block to support new sub floor. Install a finish flooring, shoe mold as needed.",Urgent,Low," $7,500 ",Waiting,URP,,,Spillcorn,,
2023-06-05 13:11,"Front steps need rebuilt, they are breaking apart and unsafe.","Demo old steps, Build new steps and handrail.",Urgent,High," $1,220 ",Complete,HOP,2023-07-19, $650 ,Spillcorn,,Carpenter Bee
2023-06-05 13:06,Septic system is backed up in the yard. They had it pumped and was charged $375. A few months later the septic was backed up again.,"There are too many people living here but from what I have heard if you pump a septic and have a backup again right away, there must be rain water getting into the tank. We need to send a septic professional to formulate a plan to repair/replace as needed.",EMERGENCY,High," $10,000 ",Complete,HOP,2023-07-21," $2,900 ",Spillcorn,,Phillip Gardner
2023-05-30 15:23,Back steps need to be replaced.,Demo old steps and build new ones.,Urgent,High," $1,250 ",Waiting,,,,Grapevine,,
2023-05-30 15:23,Roof is very rusty and leaking at the front porch.,Possible patch/repair roof but most likely it needs to be replaced. Get Billy or another roofing contractor to look at it.,Urgent,High," $15,000 ",Waiting,,,,Grapevine,,
2023-05-30 15:21,Windows are all screwed shut because they stay on there own.,"Replace 6 windows 36x45.5""

Insulate and trim.",Urgent,Low," $3,600 ",Waiting,,,,Grapevine,,
2023-05-30 15:02,Handrail on deck falling over and not safe.,Demo and replace hand rail.,Urgent,Low," $1,125 ",Waiting,,,,Marshall,,
2023-05-30 14:51,Well pump needs replaced.,"There was air in the lines but it seems to have fixed itself. If problems comes back, recommend well pump and check valve replacement.",Urgent,High," $1,250 ",On Hold,,,,Marshall,,
2023-05-29 14:44,Stain Porch and steps,Stain Porch and steps,Low,Low,,Complete,Summer Group,2023-06-09, $957 ,Hot Springs,Union Baptist,
2023-05-29 14:42,Needs porch/stairs stained,porch/stairs stain,Low,Low,,Complete,Summer Group,2023-07-27, $625 ,Mars Hill,Grace Church Cathedral/ St. Pauls,
2023-05-29 14:35,Needs low rise stairs stained,Stain low rise stairs,Low,Low,,Complete,Summer Group,2023-07-28, $196 ,Spillcorn,Friendly Ave. Church (Greensboro),
2023-05-29 12:35,**?Needs porch and/or steps stained**,**Porch and/or steps stained**,Low,Low,,Waiting,Summer Group,,,Marshall,,
